#LAMMPS data file created by PyMu. 
454 atoms

2 atom types

0 10 xlo xhi
0 10 ylo yhi
0 10 zlo zhi

Atoms

1 1 1.19867 1.90986 7.02807 4.44148 3.9767 0 0 0
2 1 1.19845 1.90986 4.868 1.73255 5.84176 0 0 0
3 1 1.19729 1.90986 8.27023 6.35929 2.05277 0 0 0
4 1 1.19532 1.90986 3.62479 5.51836 3.47599 0 0 0
5 1 1.19401 1.90986 6.47248 3.17407 1.70235 0 0 0
6 1 1.1929 1.90986 8.1695 3.63884 3.31139 0 0 0
7 1 1.19244 1.90986 4.3876 8.65309 5.44274 0 0 0
8 1 1.19228 1.90986 3.62242 2.752 5.19549 0 0 0
9 1 1.19168 1.90986 5.01494 6.88536 5.42818 0 0 0
10 1 1.19037 1.90986 4.75106 4.78224 5.71682 0 0 0
11 1 1.18853 1.90986 6.1874 1.50869 1.41134 0 0 0
12 1 1.18538 1.90986 9.37416 6.07526 8.80868 0 0 0
13 1 1.18525 1.90986 1.80703 0.870421 3.13678 0 0 0
14 1 1.1851 1.90986 3.03554 3.7442 3.92244 0 0 0
15 1 1.18257 1.90986 1.90767 2.85055 6.46762 0 0 0
16 1 1.18154 1.90986 1.85446 5.3003 5.69786 0 0 0
17 1 1.18117 1.90986 6.33311 7.37203 7.559 0 0 0
18 1 1.18088 1.90986 6.90517 4.14822 6.26231 0 0 0
19 1 1.18086 1.90986 9.07763 0.829015 5.02806 0 0 0
20 1 1.18069 1.90986 6.70418 3.58673 8.49355 0 0 0
21 1 1.18025 1.90986 8.65181 9.01623 3.81787 0 0 0
22 1 1.18017 1.90986 3.3183 1.60042 6.71325 0 0 0
23 1 1.17914 1.90986 2.82574 4.25186 7.35498 0 0 0
24 1 1.17876 1.90986 0.609367 5.78069 7.35886 0 0 0
25 1 1.1779 1.90986 6.37323 2.32511 4.78953 0 0 0
26 1 1.17749 1.90986 5.69917 4.59047 8.93228 0 0 0
27 1 1.17453 1.90986 8.63693 0.673736 8.75509 0 0 0
28 1 1.17449 1.90986 3.32771 1.07302 9.3264 0 0 0
29 1 1.1736 1.90986 9.35961 7.37161 3.09632 0 0 0
30 1 1.17342 1.90986 2.45251 2.45159 4.56534 0 0 0
31 1 1.17043 1.90986 1.12616 7.26777 2.80958 0 0 0
32 1 1.17035 1.90986 7.56992 8.05826 1.24035 0 0 0
33 1 1.1703 1.90986 3.96347 5.25829 8.1487 0 0 0
34 1 1.16829 1.90986 8.46051 4.90772 2.07117 0 0 0
35 1 1.16606 1.90986 1.49004 6.91035 4.13713 0 0 0
36 1 1.16526 1.90986 7.79332 2.32888 2.10938 0 0 0
37 1 1.16289 1.90986 9.06099 5.03616 4.71246 0 0 0
38 1 1.16105 1.90986 6.80161 8.03765 8.80955 0 0 0
39 1 1.15943 1.90986 2.8106 8.5607 6.8235 0 0 0
40 1 1.15885 1.90986 3.56952 6.99531 9.03163 0 0 0
41 1 1.15711 1.90986 8.08381 1.87972 3.48288 0 0 0
42 1 1.15616 1.90986 2.44922 7.38372 3.00139 0 0 0
43 1 1.156 1.90986 1.72129 7.7976 1.10191 0 0 0
44 1 1.15589 1.90986 3.34909 3.29616 0.747442 0 0 0
